x,y
0.000369986822834,0.000145830418414
0.00017795316883,0.000936515094561
-0.000137430589144,-0.00034274888868
-0.000445484228865,-0.000198149007812
0.000481565537412,0.000185608558994
-0.000340984912715,0.000157405873823
0.00104918302745,-0.000254613324227
-2.27451785512e-05,-0.000500405535863
0.000194143762028,-0.000320896487525
-0.000267596263665,0.000213306924365
-0.000271120742809,0.000253364156144
-0.00023685861608,0.000188399613668
-0.000252292510684,5.06184714678e-05
0.000108173317032,-0.000306776121381
-0.000161963561348,-0.000204808814387
-0.000209480415805,-0.000365723187072
-0.00026591800322,-0.000155776243358
-0.00061898261921,8.25391872616e-06
2.6477746603e-05,-0.000127993908057
